poop_vial_id,field_poop_vial_id,weight_observer,sample_extracted_if_two_samples,date_weighed,mass_extracted_.g.,mass_estimated.,hair_in_feces.,extraction_notes_.contaminants_removed.,other_extraction_notes,extra_fecal_sample.,duplicate_sample.,extracted.,date_of_extraction,extraaction_observer
A1912,,,,2015-11-09,0.051,,N,,,,,,,
A1914,,,,2015-11-04,0.017,,N,,,,,,,
A1918,,,,2015-10-30,0.051,,N,,,,,,,
A1926,,,,2015-11-09,0.053,,N,,,,,,,
A1928,,,,2015-11-04,0.052,,N,bracts removed,,,,,,
A1935,,,,2015-11-09,0.054,,N,,,,,,,
A1937,,,,2015-11-10,0.008,,N,,,,,,,
A1939,,,,,0.053,,,,,,,,,
A1940,,,,2015-11-03,0.05,,N,,,,,,,
A1943,,,,2015-11-04,0.036,,N,bracts removed,,,,,,
A1946,,,,2015-11-10,0.053,,N,leaves removed,,,,,,
A1948,,,,2015-11-11,0.05,,N,bracts removed,,,,,,
A1955,,,,,0.014,,,,,,,,,
A1957,,,,2015-11-10,0.05,,N,bracts removed,,,,,,
A3077,,,,2015-11-20,0.047,,Y,,,,,,,
B0001,,,,2015-11-04,0.006,,N,,,,,,,
B0003,,,,2015-11-03,0.048,,Y,grass removed,,,,,,
B0004,,,,2015-11-10,0.051,,N,needles removed,,,,,,
B0007,,,,2015-10-30,0.054,,N,,,,,,,
B0012,,,,2015-11-05,0.049,,N,grass removed,,,,,,
B0013,,,,2015-11-02,0.053,,Y,bract and grass removed,,,,,,
B0014,,,,2015-10-30,0.05,,N,,,,,,,
B0015,,,,2015-11-03,0.015,,N,,,,,,,
B0016,,,,2015-11-10,0.049,,N,,,,,,,
B0017,,,,2015-11-05,0.047,,N,,,,,,,
B0030,,,,,0.051,,,,,,,,,
B0031,,,,2015-11-05,0.045,,N,,,,,,,
B0037,,,,2015-11-09,0.053,,N,,,,,,,
B0040,,,,2015-11-05,0.041,,Y,bract and grass removed,,,,,,
B0045,,,,,0.053,,,,,,,,,
B0049,,,,,0.051,,,,,,,,,
B0050,,,,,0.05,,,,,,,,,
B0054,,,,2015-11-09,0.05,,N,,,,,,,
B0057,,,,,0.053,,,,,,,,,
B0061,,,,,0.055,,,,,,,,,
B0062,,,,,0.051,,,,,,,,,
B0069,,,,2015-11-03,0.049,,N,,,,,,,
B0076,,,,,0.037,,,,,,,,,
B0078,,,,2015-11-10,0.051,,N,bracts removed,,,,,,
B0089,,,,,0.052,,,,,,,,,
B0090,,,,,0.027,,,,,,,,,
B0095,,,,,0.062,,,,,,,,,
B0096,,,,2015-10-30,0.048,,N,,,,,,,
B0102,,,,2015-10-30,0.052,,N,,,,,,,
B0105,,,,2015-10-30,0.053,,N,,,,,,,
B0109,,,,,0.052,,,,,,,,,
B0112,,,,2015-11-01,0.046,,N,,,,,,,
B0116,,,,,0.053,,,,,,,,,
B0118,,,,2015-11-03,0.011,,N,,,,,,,
B0120,,,,2015-11-04,0.049,,N,,,,,,,
B0124,,,,,0.054,,,,,,,,,
B0126,,,,2015-11-01,0.048,,N,,,,,,,
B0127,,,,2015-11-01,0.052,,N,,,,,,,
B0137,,,,,0.024,,,,,,,,,
B0140,,,,2015-11-09,0.049,,N,bracts removed,,,,,,
B0143,,,,,0.052,,,,,,,,,
B0145,,,,2015-11-01,0.013,,N,,,,,,,
B0147,,,,,0.053,,,,,,,,,
B0149,,,,2015-11-09,0.052,,N,,,,,,,
B0150,,,,2015-11-04,0.049,,N,,,,,,,
B0155,,,,2015-11-04,0.017,,N,,,,,,,
B0156,,,,2015-11-03,0.022,,N,,,,,,,
B0157,,,,2015-11-05,0.052,,N,,,,,,,
B0158,,,,,0.054,,,,,,,,,
B0161,,,,2015-11-01,0.052,,Y,,,,,,,
B0163,,,,2015-11-10,0.049,,N,needles removed,,,,,,
B0172,,,,2015-10-30,0.033,,N,,,,,,,
B0174,,,,2015-11-04,0.022,,N,,,,,,,
B0179,,,,,0.052,,,,,,,,,
B0181,,,,2015-11-01,0.049,,N,,,,,,,
B0185,,,,2015-10-30,0.014,,N,,,,,,,
B0190,,,,2015-11-09,0.053,,N,,,,,,,
B0191,,,,,0.051,,,,,,,,,
B0194,,,,2015-11-02,0.04,,Y,,,,,,,
B0196,,,,2015-11-03,0.047,,N,bracts removed,,,,,,
B0200,,,,2015-10-30,0.043,,N,,,,,,,
B0202,,,,2015-11-02,0.052,,N,bracts removed,,,,,,
B0207,,,,2015-11-03,0.049,,N,,,,,,,
B0211,,,,,0.053,,,,,,,,,
B0213,,,,,0.056,,,,,,,,,
B0218,,,,,0.052,,,,,,,,,
B0219,,,,2015-11-04,0.039,,N,,,,,,,
B0230,,,,,0.051,,,,,,,,,
B0243,,,,2015-11-04,0.047,,N,,,,,,,
B0244,,,,2015-10-30,0.047,,N,,,,,,,
B0245,,,,2015-10-30,0.048,,N,,,,,,,
B0248,,,,2015-10-30,0.048,,Y,,,,,,,
B0253,,,,2015-11-09,0.053,,Y,bracts removed,,,,,,
B0254,,,,,0.01,,,,,,,,,
B0255,,,,,0.052,,,,,,,,,
B0256,,,,,0.022,,,,,,,,,
B0265,,,,2015-11-03,0.04,,N,,,,,,,
B0270,,,,2015-11-03,0.042,,N,,,,,,,
B0271,,,,,0.033,,,,,,,,,
B0273,,,,,0.05,,,,,,,,,
B0274,,,,2015-10-30,0.054,,N,,,,,,,
B0277,,,,2015-11-23,0.052,,N,,,,,,,
B0284,,,,2015-10-30,0.034,,N,,,,,,,
B0286,,,,2015-10-30,0.025,,N,,,,,,,
B0287,,,,2015-11-01,0.049,,N,,,,,,,
B0292,,,,2015-11-24,0.048,,N,bracts removed,,,,,,
B0293,,,,,0.052,,,,,,,,,
B0297,,,,,0.054,,,,,,,,,
B0305,,,,2015-11-23,0.052,,N,bracts removed,,,,,,
B0312,,,,,0.05,,,,,,,,,
B0318,,,,,0.043,,,,,,,,,
B0319,,,,,0.052,,,,,,,,,
B0321,,,,,0.05,,,,,,,,,
B0331,,,,2015-11-09,0.004,,N,,,,,,,
B0332,,,,2015-11-04,0.053,,N,grass removed,,,,,,
B0334,,,,2015-11-02,0.051,,N,,,,,,,
B0335,,,,2015-11-04,0.051,,N,,,,,,,
B0337,,,,,0.04,,,,,,,,,
B0339,,,,2015-11-09,0.022,,N,,,,,,,
B0341,,,,2015-11-01,0.051,,N,,,,,,,
B0343,,,,2015-11-03,0.047,,N,,,,,,,
B0346,,,,2015-10-30,0.016,,N,,,,,,,
B0349,,,,2015-11-07,0.008,,N,,,,,,,
B0350,,,,2015-11-02,0.035,,N,,,,,,,
B0352,,,,2015-11-02,0.028,,Y,,,,,,,
B0353,,,,2015-11-01,0.029,,N,,,,,,,
B0360,,,,2015-11-02,0.049,,N,,,,,,,
B0363,,,,2015-11-09,0.051,,N,,,,,,,
B0365,,,,2015-10-30,0.021,,N,,,,,,,
B0378,,,,2015-11-09,0.053,,N,,,,,,,
B0382,,,,2015-11-04,0.049,,N,,,,,,,
B0395,,,,2015-11-23,0.051,,N,,,,,,,
B0396,,,,,0.053,,,,,,,,,
B0398,,,,2015-11-09,0.014,,N,wood removed,,,,,,
B0405,,,,2015-11-01,0.006,,N,,,,,,,
B0410,,,,2015-10-30,0.048,,Y,,,,,,,
B0412,,,,2015-11-03,0.053,,N,,,,,,,
B0413,,,,2015-11-10,0.05,,N,bracts removed,,,,,,
B0415,,,,2015-10-30,0.054,,N,,,,,,,
B0416,,,,2015-11-09,0.048,,N,,,,,,,
B0418,,,,2015-11-03,0.046,,N,,,Y,,,,
B0421,,,,2015-11-01,0.05,,N,,,,,,,
B0422,,,,,0.052,,,,,,,,,
B0424,,,,,0.055,,,,,,,,,
B0426,,,,,0.022,,,,,,Y,,,
B0434,,,,2015-11-10,0.052,,N,,,,,,,
B0436,,,,2015-11-09,0.052,,Y,bracts removed,,,,,,
B0439,,,,,0.054,,,,,,,,,
B0442,,,,,0.052,,,,,,,,,
B0445,,,,2015-11-09,0.049,,N,bracts removed,,,,,,
B0447,,,,2015-10-30,0.052,,N,,,,,,,
B0448,,,,2015-11-07,0.014,,N,,,,,,,
B0454,,,,2015-11-04,0.041,,N,bracts removed,,,,,,
B0457,,,,2015-11-04,0.052,,N,,,,,,,
B0459,,,,,0.054,,,,,,,,,
B0465,,,,2015-11-09,0.05,,N,,,,,,,
B0466,,,,2015-11-02,0.047,,N,,,,,,,
B0471,,,,2015-10-30,0.049,,N,,,,,,,
B0475,,,,2015-11-01,0.039,,N,,,,,,,
B0476,,,,,0.031,,,,,,,,,
B0477,,,,2015-11-09,0.032,,N,,,,,,,
B0481,,,,2015-12-01,0.05,,N,,,,,,,
B0486,,,,2015-11-09,0.048,,N,,,,,,,
B0488,,,,2015-11-01,0.053,,N,grass removed,,,,,,
B0491,,,,2015-11-09,0.053,,N,,,,,,,
B0493,,,,2015-10-30,0.026,,N,,,,,,,
B0497,,,,2015-11-04,0.049,,N,,,,,,,
B0499,,,,2015-11-10,0.049,,N,grass removed,,,,,,
B0503,,,,,0.054,,,,,,,,,
B0504,,,,2015-11-04,0.04,,Y,bracts removed,,,,,,
B0507,,,,2015-11-04,0.054,,N,bracts removed,,,,,,
B0509,,,,2015-11-10,0.051,,N,,,,,,,
B0512,,,,2015-11-10,0.051,,N,,,,,,,
B0516,,,,2015-10-30,0.053,,N,,,,,,,
B0517,,,,2015-10-30,0.051,,N,bracts removed,,,,,,
B0519,,,,,0.027,,,,,,,,,
B0520,,,,2015-11-04,0.048,,N,,,,,,,
B0524,,,,,0.052,,,,,,,,,
B0525,,,,,0.053,,,,,,,,,
B0527,,,,2015-10-30,0.049,,N,,,,,,,
B0531,,,,,0.053,,,,,,,,,
B0532,,,,,0.054,,,,,,,,,
B0533,,,,2015-11-04,0.05,,N,,,,,,,
B0535,,,,,0.056,,,,,,,,,
B0537,,,,,0.055,,,,,,,,,
B0538,,,,,0.051,,,,,,,,,
B0540,,,,,0.05,,,,,,,,,
B0541,,,,2015-11-02,0.049,,N,,,,,,,
B0552,,,,,0.052,,,,,,,,,
B0553,,,,,0.056,,,,,,,,,
B0554,,,,2015-11-03,0.048,,N,,,,,,,
B0560,,,,,0.054,,,,,,,,,
B0562,,,,,0.052,,,,,,,,,
B0563,,,,2015-11-09,0.048,,N,,,,,,,
B0564,,,,2015-11-04,0.053,,N,leaves removed,,,,,,
B0572,,,,2015-11-10,0.048,,N,,,,,,,
B0575,,,,,0.059,,,,,,,,,
B0580,,,,2015-11-04,0.045,,N,,,,,,,
B0584,,,,2015-11-03,0.052,,N,,,,,,,
B0585,,,,2015-11-09,0.051,,Y,bracts removed,,,,,,
B0587,,,,,0.057,,,,,,,,,
B0588,,,,2015-11-03,0.053,,N,bracts removed,,,,,,
B0589,,,,2015-11-02,0.05,,Y,bracts removed,,,,,,
B0594,,,,,0.058,,,,,,,,,
B0595,,,,2015-11-09,0.047,,Y,bracts removed,,,,,,
B0597,,,,2015-10-30,0.048,,N,,,,,,,
B0598,,,,2015-11-09,0.05,,N,leaves removed,,,,,,
B0602,,,,2015-11-02,0.051,,N,,,,,,,
B06070,,,,2015-11-03,0.046,,Y,,,,,,,
B0609,,,,,0.053,,,,,,,,,
B0612,,,,,0.055,,,,,,,,,
B0613,,,,2015-10-30,0.05,,N,,,,,,,
B0618,,,,2015-11-05,0.053,,N,,,,,,,
B0623,,,,,0.053,,,,,,,,,
B0624,,,,,0.051,,,,,,,,,
B0629,,,,,0.05,,,,,,,,,
B0630,,,,2015-11-10,0.052,,N,,,,,,,
B0632,,,,,0.039,,,,,,,,,
B0633,,,,,0.052,,,,,,,,,
B0634,,,,2015-11-03,0.05,,N,,,,,,,
B0636,,,,2015-11-09,0.044,,N,,,,,,,
B0640,,,,,0.054,,,,,,,,,
B0641,,,,,0.051,,,,,,,,,
B0643,,,,,0.055,,,,,,,,,
B0645,,,,2015-11-09,0.046,,N,,,,,,,
B0646,,,,,0.05,,,,,,,,,
B0647,,,,,0.05,,,,,,,,,
B0650,,,,,0.051,,,,,,,,,
B0657,,,,2015-11-03,0.044,,N,bracts removed,,,,,,
B0658,,,,2015-11-02,0.049,,N,,,,,,,
B0659,,,,,0.051,,,,,,,,,
B0660,,,,2015-10-30,0.047,,N,,,,,,,
B0666,,,,2015-11-10,0.048,,N,,,,,,,
B0671,,,,,0.052,,,,,,,,,
B0672,,,,,0.052,,,,,,,,,
B0673,,,,2015-11-04,0.044,,N,,,,,,,
B0675,,,,,0.038,,,,,,,,,
B0676,,,,2015-11-03,0.009,,N,,,,,,,
B0678,,,,2015-11-04,0.025,,N,,,,,,,
B0680,,,,2015-11-04,0.038,,N,bracts removed,,,,,,
B0682,,,,2015-11-09,0.019,,N,,,,,,,
B0683,,,,2015-11-04,0.051,,N,,,,,,,
B0687,,,,,0.052,,,,,,,,,
B0690,,,,,0.055,,,,,,,,,
B0692,,,,,0.054,,,,,,,,,
B0694,,,,,0.054,,,,,,,,,
B0695,,,,2015-11-05,0.021,,N,needles removed,,,,,,
B0699,,,,,0.054,,,,,,,,,
B0704,,,,2015-11-01,0.049,,N,,,,,,,
B0706,,,,2015-11-04,0.024,,N,,,,,,,
B0707,,,,,0.058,,,,,,,,,
B0711,,,,2015-11-04,0.051,,N,bracts removed,,,,,,
B0713,,,,2015-10-30,0.048,,N,,,,,,,
B0715,,,,2015-11-03,0.051,,N,,,,,,,
B0719,,,,,0.053,,,,,,,,,
B0720,,,,,0.055,,,,,,,,,
B0722,,,,,0.052,,,,,,,,,
B0723,,,,,0.038,,,,,,,,,
B0725,,,,2015-10-30,0.05,,N,,,,,,,
B0726,,,,,0.053,,,,,,,,,
B0729,,,,,0.051,,,,,,,,,
B0730,,,,,0.055,,,,,,,,,
B0733,,,,2015-11-09,0.052,,N,,,,,,,
B0734,,,,2015-11-09,0.049,,N,,,,,,,
B0746,,,,,0.019,,,,,,,,,
B0747,,,,2015-11-03,0.048,,N,bracts removed,,,,,,
B0748,,,,2015-11-02,0.052,,N,bracts removed,,,,,,
B0753,,,,,0.051,,,,,,,,,
B0756,,,,2015-11-04,0.047,,Y,,,,,,,
B0758,,,,,0.056,,,,,,,,,
B0761,,,,,0.054,,,,,,,,,
B0765,,,,,0.052,,,,,,,,,
B0768,,,,2015-10-30,0.054,,N,needles removed,,,,,,
B0769,,,,,0.053,,,,,,,,,
B0771,,,,2015-11-05,0.049,,N,,,,,,,
B0772,,,,2015-11-01,0.046,,N,,,,,,,
B0773,,,,2015-11-09,0.05,,N,,,,,,,
B0778,,,,2015-11-10,0.049,,N,,,,,,,
B0780,,,,2015-11-05,0.052,,Y,,,,,,,
B0781,,,,2015-11-09,0.05,,N,,,,,,,
B0785,,,,,0.054,,,,,,,,,
B0787,,,,,0.05,,,,,,,,,
B0793,,,,2015-11-09,0.053,,N,bracts removed,,,,,,
B0794,,,,,0.062,,,,,,,,,
B0795,,,,2015-11-04,0.036,,N,,,,,,,
B0797,,,,2015-11-09,0.041,,N,,,,,,,
B0799,,,,2015-11-09,0.051,,N,,,,,,,
B0801,,,,,0.053,,,,,,,,,
B0803,,,,2015-11-03,0.048,,N,,,,,,,
B0804,,,,,0.054,,,,,,,,,
B0809,,,,2015-11-03,0.028,,N,bracts removed,,,,,,
B0811,,,,2015-11-01,0.017,,Y,,,,,,,
B0813,,,,2015-10-30,0.051,,N,,,,,,,
B0814,,,,,0.056,,,,,,,,,
B0815,,,,,0.053,,,,,,,,,
B0820,,,,,0.05,,,,,,,,,
B0824,,,,,0.052,,,,,,,,,
B0825,,,,,0.051,,,,,,,,,
B0827,,,,2015-11-09,0.05,,N,bracts removed,,,,,,
B0835,,,,,0.052,,,,,,,,,
B0841,,,,2015-11-04,0.048,,N,,,,,,,
B0842,,,,2015-11-04,0.019,,N,,,,,,,
B0844,,,,2015-10-30,0.048,,N,,,,,,,
B0845,,,,2015-11-04,0.038,,N,,,,,,,
B0851,,,,2015-11-04,0.049,,N,,,,,,,
B0853,,,,2015-11-02,0.015,,N,,,,,,,
B0858,,,,2015-11-09,0.05,,N,bracts removed,,,,,,
B0859,,,,,0.052,,,,,,,,,
B0863,,,,2015-11-05,0.028,,N,,,,,,,
B0864,,,,2015-11-03,0.049,,N,grass removed,,,,,,
B0867,,,,2015-11-09,0.053,,Y,,,,,,,
B0868,,,,2015-11-09,0.05,,N,bracts removed,,,,,,
B0869,,,,,0.054,,,,,,,,,
B0870,,,,2015-10-30,0.051,,N,,,,,,,
B0874,,,,2015-11-04,0.023,,N,,,,,,,
B0878,,,,,0.053,,,,,,,,,
B0881,,,,2015-11-01,0.016,,N,,,,,,,
B0883,,,,2015-10-30,0.049,,Y,,,,,,,
B0885,,,,2015-11-09,0.049,,N,,,,,,,
B0888,,,,2015-11-07,0.048,,N,,,,,,,
B0891,,,,2015-11-01,0.051,,N,needles removed,,,,,,
B0893,,,,,0.051,,,,,,,,,
B0894,,,,2015-11-03,0.051,,N,,,,,,,
B0895,,,,2015-11-10,0.051,,N,,,,,,,
B0897,,,,2015-11-09,0.052,,Y,,,,,,,
B0898,,,,,0.055,,,,,,,,,
B0899,,,,2015-11-09,0.052,,Y,grass and needles removed,,,,,,
B0900,,,,,0.01,,,,,,,,,
B0901,,,,2015-10-30,0.051,,Y,grass removed,,,,,,
B0902,,,,,0.027,,,,,,,,,
B0903,,,,,0.052,,,,,,,,,
B0908,,,,2015-11-09,0.016,,N,,,,Y,,,
B0911,,,,,0.052,,,,,,,,,
B0912,,,,2015-11-02,0.05,,N,,,,,,,
B0915,,,,,0.056,,,,,,,,,
B0916,,,,,0.053,,,,,,,,,
B0920,,,,2015-11-05,0.035,,N,,,,,,,
B0922,,,,2015-10-30,0.042,,Y,,,,,,,
B0923,,,,2015-11-06,0.05,,N,,,,Y,,,
B0925,,,,,0.051,,,,,,,,,
B0926,,,,2015-11-05,0.05,,N,,,,,,,
B0927,,,,2015-11-04,0.051,,N,,,,,,,
B0929,,,,2015-11-03,0.053,,N,bract and needles removed,,,,,,
B0931,,,,,0.056,,,,,,,,,
B0934,,,,,0.055,,,,,,,,,
B0939,,,,,0.049,,,,,,,,,
B0940,,,,2015-11-02,0.049,,Y,needles removed,,,,,,
B0941,,,,,0.056,,,,,,,,,
B0946,,,,2015-11-04,0.041,,Y,bracts removed,,,,,,
B0949,,,,,0.009,,,,,,,,,
B0951,,,,,0.048,,N,,,,,,,
B0952,,,,2015-11-09,0.036,,N,,,,,,,
B0953,,,,,0.052,,,,,,,,,
B0956,,,,2015-11-04,0.054,,N,bracts removed,,,,,,
B0957,,,,,0.016,,,,,,,,,
B0965,,,,2015-11-04,0.019,,N,,,,,,,
B0970,,,,2015-11-04,0.012,,N,,,,,,,
B0971,,,,2015-11-03,0.048,,N,,,,,,,
B0974,,,,,0.054,,,,,,,,,
B0980,,,,2015-11-03,0.05,,N,bract and grass removed,,,,,,
B0981,,,,2015-11-02,0.018,,N,,,,,,,
B0982,,,,2015-11-04,0.043,,N,bracts removed,,,,,,
B0985,,,,,0.006,,,,,,,,,
B0987,,,,2015-11-09,0.048,,N,,,,,,,
B0990,,,,2015-11-02,0.017,,N,,,,,,,
B0993,,,,,0.051,,,,,,,,,
B0994,,,,2015-11-03,0.055,,N,,,,,,,
B0996,,,,2015-10-30,0.052,,N,,,,,,,
B0997,,,,2015-11-04,0.054,,N,bract and needles removed,,,,,,
B1000,,,,2015-11-04,0.049,,N,bracts removed,,,,,,
B1002,,,,2015-11-04,0.051,,Y,bract and grass removed,,,,,,
B1003,,,,2015-11-05,0.048,,Y,,,,,,,
B1007,,,,2015-11-10,0.049,,N,needles removed,,,,,,
B1009,,,,,0.052,,,,,,,,,
B1012,,,,2015-11-05,0.049,,N,,,,,,,
B1013,,,,,0.054,,,,,,,,,
B1014,,,,,0.06,,,,,,,,,
B1018,,,,,0.053,,,,,,,,,
B1019,,,,,0.054,,,,,,,,,
B1029,,,,,0.059,,,,,,,,,
B1030,,,,,0.054,,,,,,,,,
B1031,,,,,0.053,,,,,,,,,
B1032,,,,,0.062,,,,,,,,,
B1038,,,,,0.053,,,,,,,,,
B1040,,,,2015-11-01,0.049,,N,,,,,,,
B1043,,,,2015-11-04,0.048,,N,bract and needles removed,,,,,,
B1047,,,,2015-11-04,0.05,,N,,,,,,,
B1050,,,,2015-11-04,0.051,,N,,,,,,,
B1051,,,,,0.058,,,,,,,,,
B1053,,,,,0.051,,,,,,,,,
B1056,,,,,0.059,,,,,,,,,
B1059,,,,,0.055,,,,,,,,,
B1060,,,,2015-10-30,0.05,,N,,,,,,,
B1064,,,,,0.051,,,,,,,,,
B1066,,,,2015-10-30,0.049,,N,needles removed,,,,,,
B1068,,,,2015-11-03,0.049,,N,,,,,,,
B1070,,,,,0.053,,,,,,,,,
B1071,,,,,0.051,,,,,,,,,
B1072,,,,,0.054,,,,,,,,,
B1073,,,,,0.059,,,,,,,,,
B1074,,,,2015-11-02,0.047,,N,,,,,,,
B1075,,,,,0.056,,,,,,,,,
B1078,,,,,0.056,,,,,,,,,
B1081,,,,,0.057,,,,,,,,,
B1088,,,,2015-11-04,0.054,,N,bracts removed,,,,,,
B1090,,,,2015-11-07,0.054,,N,,,,,,,
B1096,,,,,0.052,,,,,,,,,
B1098,,,,,0.052,,,,,,,,,
B1100,,,,,0.061,,,,,,,,,
B1101,,,,,0.053,,,,,,,,,
B1102,,,,2015-11-05,0.051,,N,leaves and needles removed,,,,,,
B1103,,,,,0.054,,,,,,,,,
B1104,,,,,0.053,,,,,,,,,
B1110,,,,2015-11-05,0.052,,N,,,,,,,
B1112,,,,2015-11-04,0.019,,Y,grass removed,,,,,,
B1113,,,,,0.057,,,,,,,,,
B1115,,,,,0.054,,,,,,,,,
B1116,,,,,0.036,,,,,,,,,
B1117,,,,,0.058,,,,,,,,,
B1119,,,,,0.054,,,,,,,,,
B1120,,,,2015-11-05,0.038,,N,needles removed,,,,,,
B1121,,,,,0.052,,,,,,,,,
B1124,,,,2015-11-04,0.05,,N,bracts removed,,,,,,
B1128,,,,,0.02,,,,,,,,,
B1136,,,,2015-10-30,0.042,,N,,,,,,,
B1140,,,,,0.051,,,,,,,,,
B1141,,,,2015-11-03,0.038,,N,,,,,,,
B1142,,,,,0.012,,,,,,,,,
B1143,,,,,0.055,,,,,,,,,
B1144,,,,,0.054,,,,,,,,,
B1145,,,,2015-11-04,0.053,,N,,,,,,,
B1146,,,,,0.052,,,,,,,,,
B1148,,,,,0.056,,,,,,,,,
B1150,,,,,0.054,,,,,,,,,
B1152,,,,2015-11-04,0.049,,N,,,,,,,
B1153,,,,,0.064,,,,,,,,,
B1156,,,,2015-10-30,0.048,,N,needles removed,,,,,,
B1157,,,,2015-11-01,0.054,,N,needles removed,,,,,,
B1158,,,,2015-11-03,0.006,,N,,,,,,,
B1159,,,,,0.06,,,,,,,,,
B1163,,,,,0.051,,,,,,,,,
B1165,,,,,0.057,,,,,,,,,
B1166,,,,2015-11-03,0.052,,N,needles removed,,,,,,
B1168,,,,,0.052,,,,,,,,,
B1169,,,,2015-11-05,0.05,,N,grass removed,,,,,,
B1171,,,,,0.054,,,,,,,,,
B1172,,,,2015-11-04,0.052,,Y,leaves removed,,,,,,
B1175,,,,2015-11-01,0.034,,N,,,,,,,
B1178,,,,,0.055,,,,,,,,,
B1179,,,,2015-11-03,0.034,,N,,,,,,,
B1181,,,,2015-11-06,0.044,,N,,,,,,,
B1182,,,,,0.058,,,,,,,,,
B1185,,,,,0.05,,,,,,,,,
B1188,,,,,0.052,,,,,,,,,
B1189,,,,2015-11-05,0.011,,N,,,,,,,
B1194,,,,2015-10-30,0.048,,N,bracts removed,,,,,,
B1195,,,,2015-11-01,0.05,,N,,,,,,,
B1196,,,,,0.051,,,,,,,,,
B1197,,,,2015-11-01,0.05,,N,bracts removed,,,,,,
B1199,,,,,0.05,,,,,,,,,
B1200,,,,,0.039,,,,,,,,,
B1201,,,,2015-11-06,0.047,,N,bract and needles removed,,,,,,
B1203,,,,,0.052,,,,,,,,,
B1205,,,,,0.052,,,,,,,,,
B1208,,,,2015-11-03,0.048,,N,,,,,,,
B1209,,,,,0.041,,,,,,,,,
B1210,,,,,0.055,,,,,,,,,
B1216,,,,,0.051,,,,,,,,,
B1219,,,,,0.057,,,,,,,,,
B1228,,,,,0.036,,,,,,,,,
B1229,,,,2015-11-09,0.049,,Y,bracts removed,,,,,,
B1230,,,,,0.025,,,,,,,,,
B1231,,,,2015-11-01,0.049,,N,bracts removed,,,,,,
B1232,,,,2015-11-03,0.05,,Y,bracts removed,,,,,,
B1234,,,,,0.053,,,,,,,,,
B1235,,,,2015-11-03,0.053,,N,bracts removed,,,,,,
B1236,,,,,0.057,,,,,,,,,
B1237,,,,,0.055,,,,,,,,,
B1238,,,,,0.051,,,,,,,,,
B1241,,,,,0.054,,,,,,,,,
B1242,,,,,0.056,,,,,,,,,
B1247,,,,,0.052,,,,,,,,,
B1249,,,,,0.052,,,,,,,,,
B1251,,,,2015-11-03,0.048,,N,needles removed,,,,,,
B1252,,,,2015-11-02,0.049,,Y,bracts removed,,,,,,
B1253,,,,,0.054,,,,,,,,,
B1255,,,,2015-11-03,0.048,,N,,,,,,,
B1259,,,,,0.059,,,,,,,,,
B1260,,,,,0.05,,,,,,,,,
B1262,,,,2015-10-30,0.011,,N,needles removed,,,,,,
B1263,,,,,0.053,,,,,,,,,
B1264,,,,2015-11-02,0.049,,Y,bracts removed,,,,,,
B1267,,,,2015-11-02,0.05,,N,bracts removed,,,,,,
B1268,,,,2015-11-04,0.051,,N,,,,,,,
B1269,,,,2015-11-01,0.048,,N,,,,,,,
B1271,,,,,0.054,,,,,,,,,
B1272,,,,,0.008,,,,,,,,,
B1275,,,,,0.038,,,,,,,,,
B1277,,,,2015-11-03,0.047,,N,,,,,,,
B1281,,,,,0.052,,,,,,,,,
B1284,,,,,0.057,,,,,,,,,
B1285,,,,,0.054,,,,,,,,,
B1286,,,,2015-10-30,0.05,,N,plant material removed,,,,,,
B1289,,,,2015-11-01,0.023,,N,,,,,,,
B1290,,,,,0.065,,,,,,,,,
B1293,,,,,0.053,,,,,,,,,
B1294,,,,,0.029,,,,,,,,,
B1296,,,,,0.053,,,,,,,,,
B1303,,,,2015-11-03,0.052,,N,needles removed,,,,,,
B1304,,,,,0.056,,,,,,,,,
B1308,,,,,0.052,,,,,,,,,
B1312,,,,2015-11-02,0.015,,N,,,,,,,
B1313,,,,2015-11-05,0.016,,Y,,,,,,,
B1314,,,,2015-11-01,0.046,,N,needles removed,,,,,,
B1318,,,,,0.051,,,,,,,,,
B1320,,,,2015-10-30,0.049,,N,needles removed,,,,,,
B1336,,,,,0.056,,,,,,,,,
B1339,,,,,0.052,,,,,,,,,
B1341,,,,2015-11-04,0.05,,N,,,,,,,
B1344,,,,,0.054,,,,,,,,,
B1348,,,,2015-11-03,0.048,,N,,,,,,,
B1349,,,,,0.025,,,,,,,,,
B1358,,,,,0.02,,,,,,,,,
B1362,,,,,0.058,,,,,,,,,
B1364,,,,,0.054,,,,,,,,,
B1365,,,,2015-11-10,0.052,,N,,,,,,,
B1367,,,,,0.035,,,,,,,,,
B1368,,,,,0.053,,,,,,,,,
B1373,,,,2015-11-05,0.045,,Y,,,,,,,
B1379,,,,,0.053,,,,,,,,,
B1380,,,,2015-11-07,0.053,,N,,,,,,,
B1383,,,,,0.02,,,,,,,,,
B1384,,,,,0.052,,,,,,,,,
B1386,,,,2015-11-04,0.054,,N,"bract, grass, and needle removed",,,,,,
B1388,,,,,0.053,,,,,,,,,
B1390,,,,,0.051,,,,,,,,,
B1391,,,,,0.053,,,,,,,,,
B1392,,,,,0.053,,,,,,,,,
B1394,,,,,0.053,,,,,,,,,
B1395,,,,,0.058,,,,,,,,,
B1396,,,,,0.051,,,,,,,,,
B1398,,,,,0.057,,,,,,,,,
